requestedUrl,finalUrl,category,name,title,type,score
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","resource-summary","Keep request counts low and transfer sizes small","informative","-1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","third-party-summary","Minimize third-party usage","notApplicable","-1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","largest-contentful-paint-element","Largest Contentful Paint element","informative","-1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","layout-shift-elements","Avoid large layout shifts","notApplicable","-1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","uses-passive-event-listeners","Uses passive listeners to improve scrolling performance","binary","1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","no-document-write","Avoids `document.write()`","binary","1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","long-tasks","Avoid long main-thread tasks","informative","-1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","non-composited-animations","Avoid non-composited animations","notApplicable","-1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","unsized-images","Image elements have explicit `width` and `height`","notApplicable","-1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","network-requests","Network Requests","informative","-1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","network-rtt","Network Round Trip Times","informative","-1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","network-server-latency","Server Backend Latencies","informative","-1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","main-thread-tasks","Tasks","informative","-1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","diagnostics","Diagnostics","informative","-1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","metrics","Metrics","informative","-1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","screenshot-thumbnails","Screenshot Thumbnails","informative","-1"
"https://www.giacomodebidda.com/contact/","https://www.giacomodebidda.com/contact/","Performance","final-screenshot","Final Screenshot","informative","-1"
